"Rank","Team","Record","Points","PreviousPrev","year","poll","week"
16,"Louisville","7-1",1056,"16",2013,"Coaches","2013-10-27"
17,"South Carolina","6-2",1043,"20",2013,"Coaches","2013-10-27"
18,"Fresno State","7-0",965,"18",2013,"Coaches","2013-10-27"
19,"UCLA","5-2",683,"11",2013,"Coaches","2013-10-27"
20,"Northern Illinois","8-0",650,"21",2013,"Coaches","2013-10-27"
21,"Michigan","6-1",528,"22",2013,"Coaches","2013-10-27"
22,"UCF","6-1",502,"25",2013,"Coaches","2013-10-27"
23,"Michigan State","7-1",391,"NR",2013,"Coaches","2013-10-27"
24,"Wisconsin","5-2",350,"24",2013,"Coaches","2013-10-27"
25,"Arizona State","5-2",135,"NR",2013,"Coaches","2013-10-27"
1,"Alabama (56)","8-0",1542,"1",2013,"Coaches","2013-10-27"
2,"Oregon (6)","8-0",1483,"2",2013,"Coaches","2013-10-27"
3,"Florida State","7-0",1419,"3",2013,"Coaches","2013-10-27"
4,"Ohio State","8-0",1375,"4",2013,"Coaches","2013-10-27"
5,"Baylor","7-0",1293,"5",2013,"Coaches","2013-10-27"
6,"Miami","7-0",1190,"6",2013,"Coaches","2013-10-27"
7,"Stanford","7-1",1182,"8",2013,"Coaches","2013-10-27"
8,"Clemson","7-1",1064,"10",2013,"Coaches","2013-10-27"
9,"Oklahoma","7-1",933,"12",2013,"Coaches","2013-10-27"
10,"Missouri","7-1",834,"7",2013,"Coaches","2013-10-27"
11,"Auburn","7-1",804,"17",2013,"Coaches","2013-10-27"
12,"Oklahoma State","6-1",803,"13",2013,"Coaches","2013-10-27"
13,"LSU","7-2",802,"13",2013,"Coaches","2013-10-27"
14,"Texas A&M","6-2",758,"15",2013,"Coaches","2013-10-27"
15,"Texas Tech","7-1",673,"9",2013,"Coaches","2013-10-27"
16,"South Carolina","6-2",627,"20",2013,"Coaches","2013-10-27"
17,"Louisville","7-1",579,"16",2013,"Coaches","2013-10-27"
18,"Fresno State","7-0",542,"18",2013,"Coaches","2013-10-27"
19,"UCLA","5-2",432,"11",2013,"Coaches","2013-10-27"
20,"Northern Illinois","8-0",373,"22",2013,"Coaches","2013-10-27"
21,"Michigan","6-1",309,"23",2013,"Coaches","2013-10-27"
22,"UCF","6-1",300,"25",2013,"Coaches","2013-10-27"
23,"Wisconsin","5-2",253,"24",2013,"Coaches","2013-10-27"
24,"Michigan State","7-1",237,"NR",2013,"Coaches","2013-10-27"
25,"Notre Dame","6-2",83,"NR",2013,"Coaches","2013-10-27"
1,"Alabama (55)","7-0",1495,"1",2013,"AP","2013-10-20"
2,"Oregon (3)","7-0",1427,"2",2013,"AP","2013-10-20"
3,"Florida State (2)","6-0",1395,"5",2013,"AP","2013-10-20"
4,"Ohio State","7-0",1309,"4",2013,"AP","2013-10-20"
5,"Missouri","7-0",1197,"14",2013,"AP","2013-10-20"
6,"Baylor","6-0",1189,"12",2013,"AP","2013-10-20"
7,"Miami","6-0",1130,"10",2013,"AP","2013-10-20"
8,"Stanford","6-1",1118,"13",2013,"AP","2013-10-20"
9,"Clemson","6-1",927,"3",2013,"AP","2013-10-20"
10,"Texas Tech","7-0",904,"16",2013,"AP","2013-10-20"
11,"Auburn","6-1",867,"24",2013,"AP","2013-10-20"
12,"UCLA","5-1",832,"9",2013,"AP","2013-10-20"
13,"LSU","6-2",739,"6",2013,"AP","2013-10-20"
14,"Texas A&M","5-2",683,"7",2013,"AP","2013-10-20"
15,"Fresno State","6-0",550,"17",2013,"AP","2013-10-20"
16,"Virginia Tech","6-1",509,"19",2013,"AP","2013-10-20"
17,"Oklahoma","6-1",501,"18",2013,"AP","2013-10-20"
18,"Louisville","6-1",428,"8",2013,"AP","2013-10-20"
19,"Oklahoma State","5-1",382,"21",2013,"AP","2013-10-20"
20,"South Carolina","5-2",381,"11",2013,"AP","2013-10-20"
21,"UCF","5-1",345,"NR",2013,"AP","2013-10-20"
22,"Wisconsin","5-2",258,"25",2013,"AP","2013-10-20"
23,"Northern Illinois","7-0",220,"23",2013,"AP","2013-10-20"
24,"Michigan","6-1",169,"NR",2013,"AP","2013-10-20"
25,"Nebraska","5-1",117,"NR",2013,"AP","2013-10-20"
1,"Alabama (95)","7-0",2615,"1",2013,"Coaches","2013-10-20"
2,"Oregon (8)","7-0",2520,"2",2013,"Coaches","2013-10-20"
3,"Florida State (2)","6-0",2401,"5",2013,"Coaches","2013-10-20"
4,"Ohio State","7-0",2321,"4",2013,"Coaches","2013-10-20"
5,"Baylor","6-0",2038,"13",2013,"Coaches","2013-10-20"
6,"Missouri","7-0",2026,"14",2013,"Coaches","2013-10-20"
7,"Miami","6-0",2008,"10",2013,"Coaches","2013-10-20"
8,"Stanford","6-1",1952,"12",2013,"Coaches","2013-10-20"
9,"Texas Tech","7-0",1662,"15",2013,"Coaches","2013-10-20"
10,"Clemson","6-1",1616,"3",2013,"Coaches","2013-10-20"
11,"UCLA","5-1",1323,"9",2013,"Coaches","2013-10-20"
12,"LSU","6-2",1212,"8",2013,"Coaches","2013-10-20"
13,"Texas A&M","5-2",1177,"7",2013,"Coaches","2013-10-20"
14,"Oklahoma","6-1",1110,"17",2013,"Coaches","2013-10-20"
15,"Auburn","6-1",1105,"NR",2013,"Coaches","2013-10-20"
16,"Louisville","6-1",1046,"6",2013,"Coaches","2013-10-20"
17,"Oklahoma State","5-1",951,"19",2013,"Coaches","2013-10-20"
18,"Fresno State","6-0",920,"18",2013,"Coaches","2013-10-20"
19,"Virginia Tech","6-1",841,"20",2013,"Coaches","2013-10-20"
20,"South Carolina","5-2",673,"11",2013,"Coaches","2013-10-20"
21,"Northern Illinois","7-0",518,"22",2013,"Coaches","2013-10-20"
22,"Michigan","6-1",415,"24",2013,"Coaches","2013-10-20"
23,"Nebraska","5-1",414,"23",2013,"Coaches","2013-10-20"
24,"Wisconsin","5-2",281,"NR",2013,"Coaches","2013-10-20"
25,"UCF","5-1",238,"NR",2013,"Coaches","2013-10-20"
1,"Alabama (57)","7-0",1544,"1",2013,"Coaches","2013-10-20"
2,"Oregon (4)","7-0",1482,"2",2013,"Coaches","2013-10-20"
3,"Florida State (1)","6-0",1410,"5",2013,"Coaches","2013-10-20"
4,"Ohio State","7-0",1382,"3",2013,"Coaches","2013-10-20"
5,"Baylor","6-0",1255,"12",2013,"Coaches","2013-10-20"
6,"Miami","6-0",1186,"11",2013,"Coaches","2013-10-20"
7,"Missouri","7-0",1184,"14",2013,"Coaches","2013-10-20"
8,"Stanford","6-1",1117,"13",2013,"Coaches","2013-10-20"
9,"Texas Tech","7-0",981,"15",2013,"Coaches","2013-10-20"
10,"Clemson","6-1",913,"4",2013,"Coaches","2013-10-20"
11,"UCLA","5-1",710,"10",2013,"Coaches","2013-10-20"
12,"Oklahoma","6-1",695,"18",2013,"Coaches","2013-10-20"
13,"LSU","6-2",688,"8",2013,"Coaches","2013-10-20"
13,"Oklahoma State","5-1",688,"17",2013,"Coaches","2013-10-20"
15,"Texas A&M","5-2",622,"7",2013,"Coaches","2013-10-20"
16,"Louisville","6-1",571,"6",2013,"Coaches","2013-10-20"
17,"Auburn","6-1",537,"NR",2013,"Coaches","2013-10-20"
18,"Fresno State","6-0",532,"19",2013,"Coaches","2013-10-20"
19,"Virginia Tech","6-1",499,"20",2013,"Coaches","2013-10-20"
20,"South Carolina","5-2",468,"9",2013,"Coaches","2013-10-20"
21,"Nebraska","5-1",385,"21",2013,"Coaches","2013-10-20"
22,"Northern Illinois","7-0",298,"23",2013,"Coaches","2013-10-20"
23,"Michigan","6-1",268,"24",2013,"Coaches","2013-10-20"
24,"Wisconsin","5-2",195,"NR",2013,"Coaches","2013-10-20"
25,"UCF","5-1",151,"NR",2013,"Coaches","2013-10-20"
1,"Alabama (55)","6-0",1495,"1",2013,"AP","2013-10-13"
2,"Oregon (5)","6-0",1438,"2",2013,"AP","2013-10-13"
3,"Clemson","6-0",1352,"3",2013,"AP","2013-10-13"
4,"Ohio State","6-0",1330,"4",2013,"AP","2013-10-13"
5,"Florida State","5-0",1242,"6",2013,"AP","2013-10-13"
6,"LSU","6-1",1137,"10",2013,"AP","2013-10-13"
7,"Texas A&M","5-1",1105,"9",2013,"AP","2013-10-13"
8,"Louisville","6-0",1077,"8",2013,"AP","2013-10-13"
9,"UCLA","5-0",1017,"11",2013,"AP","2013-10-13"
10,"Miami","5-0",912,"13",2013,"AP","2013-10-13"
11,"South Carolina","5-1",896,"14",2013,"AP","2013-10-13"
12,"Baylor","5-0",849,"15",2013,"AP","2013-10-13"
13,"Stanford","5-1",824,"5",2013,"AP","2013-10-13"
14,"Missouri","6-0",749,"25",2013,"AP","2013-10-13"
15,"Georgia","4-2",615,"7",2013,"AP","2013-10-13"
16,"Texas Tech","6-0",590,"20",2013,"AP","2013-10-13"
17,"Fresno State","5-0",383,"21",2013,"AP","2013-10-13"
18,"Oklahoma","5-1",380,"12",2013,"AP","2013-10-13"
19,"Virginia Tech","6-1",352,"24",2013,"AP","2013-10-13"
20,"Washington","4-2",309,"16",2013,"AP","2013-10-13"
21,"Oklahoma State","4-1",264,"22",2013,"AP","2013-10-13"
22,"Florida","4-2",249,"17",2013,"AP","2013-10-13"
23,"Northern Illinois","6-0",185,"23",2013,"AP","2013-10-13"
24,"Auburn","5-1",156,"NR",2013,"AP","2013-10-13"
25,"Wisconsin","4-2",153,"NR",2013,"AP","2013-10-13"
1,"Alabama (93)","6-0",2589,"NR",2013,"Coaches","2013-10-13"
2,"Oregon (10)","6-0",2501,"NR",2013,"Coaches","2013-10-13"
3,"Clemson (1)","6-0",2355,"NR",2013,"Coaches","2013-10-13"
4,"Ohio State","6-0",2280,"NR",2013,"Coaches","2013-10-13"
5,"Florida State","5-0",2198,"NR",2013,"Coaches","2013-10-13"
6,"Louisville","6-0",1922,"NR",2013,"Coaches","2013-10-13"
7,"Texas A&M","5-1",1919,"NR",2013,"Coaches","2013-10-13"
8,"LSU","6-1",1914,"NR",2013,"Coaches","2013-10-13"
9,"UCLA","5-0",1719,"NR",2013,"Coaches","2013-10-13"
10,"Miami","5-0",1570,"NR",2013,"Coaches","2013-10-13"
11,"South Carolina","5-1",1511,"NR",2013,"Coaches","2013-10-13"
12,"Stanford","5-1",1482,"NR",2013,"Coaches","2013-10-13"
13,"Baylor","5-0",1451,"NR",2013,"Coaches","2013-10-13"
14,"Missouri","6-0",1140,"NR",2013,"Coaches","2013-10-13"
15,"Texas Tech","6-0",1070,"NR",2013,"Coaches","2013-10-13"
16,"Georgia","4-2",1014,"NR",2013,"Coaches","2013-10-13"
17,"Oklahoma","5-1",840,"NR",2013,"Coaches","2013-10-13"
18,"Fresno State","5-0",671,"NR",2013,"Coaches","2013-10-13"
19,"Oklahoma State","4-1",630,"NR",2013,"Coaches","2013-10-13"
20,"Virginia Tech","6-1",584,"NR",2013,"Coaches","2013-10-13"
21,"Florida","4-2",399,"NR",2013,"Coaches","2013-10-13"
22,"Northern Illinois","6-0",376,"NR",2013,"Coaches","2013-10-13"
23,"Nebraska","5-1",326,"NR",2013,"Coaches","2013-10-13"
24,"Michigan","5-1",323,"NR",2013,"Coaches","2013-10-13"
25,"Washington","4-2",303,"NR",2013,"Coaches","2013-10-13"
1,"Alabama (58)","6-0",1545,"1",2013,"Coaches","2013-10-13"
2,"Oregon (3)","6-0",1485,"2",2013,"Coaches","2013-10-13"
3,"Ohio State","6-0",1406,"3",2013,"Coaches","2013-10-13"
4,"Clemson (1)","6-0",1365,"4",2013,"Coaches","2013-10-13"
5,"Florida State","5-0",1293,"6",2013,"Coaches","2013-10-13"
6,"Louisville","6-0",1166,"8",2013,"Coaches","2013-10-13"
7,"Texas A&M","5-1",1156,"9",2013,"Coaches","2013-10-13"
8,"LSU","6-1",1098,"11",2013,"Coaches","2013-10-13"
9,"South Carolina","5-1",1024,"12",2013,"Coaches","2013-10-13"
10,"UCLA","5-0",999,"13",2013,"Coaches","2013-10-13"
11,"Miami","5-0",905,"14",2013,"Coaches","2013-10-13"
12,"Baylor","5-0",890,"15",2013,"Coaches","2013-10-13"
13,"Stanford","5-1",857,"5",2013,"Coaches","2013-10-13"
14,"Missouri","6-0",617,"NR",2013,"Coaches","2013-10-13"
15,"Texas Tech","6-0",587,"21",2013,"Coaches","2013-10-13"
16,"Georgia","4-2",546,"7",2013,"Coaches","2013-10-13"
17,"Oklahoma State","4-1",493,"20",2013,"Coaches","2013-10-13"
18,"Oklahoma","5-1",482,"10",2013,"Coaches","2013-10-13"
19,"Fresno State","5-0",419,"22",2013,"Coaches","2013-10-13"
20,"Virginia Tech","6-1",297,"25",2013,"Coaches","2013-10-13"
21,"Nebraska","5-1",278,"24",2013,"Coaches","2013-10-13"
22,"Florida","4-2",240,"17",2013,"Coaches","2013-10-13"
23,"Northern Illinois","6-0",224,"23",2013,"Coaches","2013-10-13"
24,"Michigan","5-1",178,"16",2013,"Coaches","2013-10-13"
25,"Washington","4-2",137,"19",2013,"Coaches","2013-10-13"
1,"Alabama (55)","5-0",1495,"1",2013,"AP","2013-10-06"
2,"Oregon (5)","5-0",1424,"2",2013,"AP","2013-10-06"
3,"Clemson","5-0",1359,"3",2013,"AP","2013-10-06"
4,"Ohio State","6-0",1305,"4",2013,"AP","2013-10-06"
5,"Stanford","5-0",1278,"5",2013,"AP","2013-10-06"
6,"Florida State","5-0",1158,"8",2013,"AP","2013-10-06"
7,"Georgia","4-1",1138,"6",2013,"AP","2013-10-06"
8,"Louisville","5-0",1051,"7",2013,"AP","2013-10-06"
9,"Texas A&M","4-1",1003,"9",2013,"AP","2013-10-06"
10,"LSU","5-1",993,"10",2013,"AP","2013-10-06"
11,"UCLA","4-0",844,"12",2013,"AP","2013-10-06"
12,"Oklahoma","5-0",819,"11",2013,"AP","2013-10-06"
13,"Miami","5-0",780,"14",2013,"AP","2013-10-06"
14,"South Carolina","4-1",764,"13",2013,"AP","2013-10-06"
15,"Baylor","4-0",681,"17",2013,"AP","2013-10-06"
16,"Washington","4-1",556,"15",2013,"AP","2013-10-06"
17,"Florida","4-1",536,"18",2013,"AP","2013-10-06"
18,"Michigan","5-0",514,"19",2013,"AP","2013-10-06"
19,"Northwestern","4-1",418,"16",2013,"AP","2013-10-06"
20,"Texas Tech","5-0",358,"20",2013,"AP","2013-10-06"
21,"Fresno State","5-0",258,"23",2013,"AP","2013-10-06"
22,"Oklahoma State","4-1",204,"21",2013,"AP","2013-10-06"
23,"Northern Illinois","5-0",138,"NR",2013,"AP","2013-10-06"
24,"Virginia Tech","5-1",115,"NR",2013,"AP","2013-10-06"
25,"Missouri","5-0",105,"NR",2013,"AP","2013-10-06"
1,"Alabama (57)","5-0",1544,"1",2013,"Coaches","2013-10-06"
2,"Oregon (4)","5-0",1486,"2",2013,"Coaches","2013-10-06"
3,"Ohio State","6-0",1379,"3",2013,"Coaches","2013-10-06"
4,"Clemson (1)","5-0",1356,"4",2013,"Coaches","2013-10-06"
5,"Stanford","5-0",1327,"5",2013,"Coaches","2013-10-06"
6,"Florida State","5-0",1188,"8",2013,"Coaches","2013-10-06"
7,"Georgia","4-1",1130,"6",2013,"Coaches","2013-10-06"
8,"Louisville","5-0",1105,"7",2013,"Coaches","2013-10-06"
9,"Texas A&M","4-1",1067,"9",2013,"Coaches","2013-10-06"
10,"Oklahoma","5-0",964,"10",2013,"Coaches","2013-10-06"
11,"LSU","5-1",953,"11",2013,"Coaches","2013-10-06"
12,"South Carolina","4-1",833,"12",2013,"Coaches","2013-10-06"
13,"UCLA","4-0",807,"13",2013,"Coaches","2013-10-06"
14,"Miami","5-0",747,"14",2013,"Coaches","2013-10-06"
15,"Baylor","4-0",698,"16",2013,"Coaches","2013-10-06"
16,"Michigan","5-0",591,"17",2013,"Coaches","2013-10-06"
17,"Florida","4-1",574,"19",2013,"Coaches","2013-10-06"
18,"Northwestern","4-1",393,"15",2013,"Coaches","2013-10-06"
19,"Washington","4-1",366,"18",2013,"Coaches","2013-10-06"
20,"Oklahoma State","4-1",350,"20",2013,"Coaches","2013-10-06"
21,"Texas Tech","5-0",336,"22",2013,"Coaches","2013-10-06"
22,"Fresno State","5-0",325,"21",2013,"Coaches","2013-10-06"
23,"Northern Illinois","5-0",169,"23",2013,"Coaches","2013-10-06"
24,"Nebraska","4-1",125,"25",2013,"Coaches","2013-10-06"
25,"Virginia Tech","5-1",97,"NR",2013,"Coaches","2013-10-06"
1,"Alabama (55)","4-0",1495,"1",2013,"AP","2013-09-30"
2,"Oregon (5)","4-0",1422,"2",2013,"AP","2013-09-30"
3,"Clemson","4-0",1354,"3",2013,"AP","2013-09-30"
4,"Ohio State","5-0",1305,"4",2013,"AP","2013-09-30"
5,"Stanford","4-0",1280,"5",2013,"AP","2013-09-30"
6,"Georgia","3-1",1171,"9",2013,"AP","2013-09-30"
7,"Louisville","4-0",1091,"7",2013,"AP","2013-09-30"
8,"Florida State","4-0",1069,"8",2013,"AP","2013-09-30"
9,"Texas A&M","4-1",1012,"10",2013,"AP","2013-09-30"
10,"LSU","4-1",979,"6",2013,"AP","2013-09-30"
11,"Oklahoma","4-0",838,"14",2013,"AP","2013-09-30"
12,"UCLA","3-0",834,"13",2013,"AP","2013-09-30"
13,"South Carolina","3-1",812,"12",2013,"AP","2013-09-30"
14,"Miami","4-0",753,"15",2013,"AP","2013-09-30"
15,"Washington","4-0",665,"16",2013,"AP","2013-09-30"
16,"Northwestern","4-0",550,"17",2013,"AP","2013-09-30"
17,"Baylor","3-0",536,"19",2013,"AP","2013-09-30"
18,"Florida","3-1",481,"20",2013,"AP","2013-09-30"
19,"Michigan","4-0",471,"18",2013,"AP","2013-09-30"
20,"Texas Tech","4-0",264,"24",2013,"AP","2013-09-30"
21,"Oklahoma State","3-1",230,"11",2013,"AP","2013-09-30"
22,"Arizona State","3-1",192,"NR",2013,"AP","2013-09-30"
23,"Fresno State","4-0",187,"25",2013,"AP","2013-09-30"
24,"Mississippi","3-1",132,"21",2013,"AP","2013-09-30"
25,"Maryland","4-0",119,"NR",2013,"AP","2013-09-30"
1,"Alabama (59)","4-0",1546,"1",2013,"Coaches","2013-09-30"
2,"Oregon (2)","4-0",1479,"2",2013,"Coaches","2013-09-30"
3,"Ohio State","5-0",1397,"3",2013,"Coaches","2013-09-30"
4,"Clemson (1)","4-0",1352,"4",2013,"Coaches","2013-09-30"
5,"Stanford","4-0",1325,"5",2013,"Coaches","2013-09-30"
6,"Georgia","3-1",1148,"10",2013,"Coaches","2013-09-30"
7,"Louisville","4-0",1147,"7",2013,"Coaches","2013-09-30"
8,"Florida State","4-0",1129,"8",2013,"Coaches","2013-09-30"
9,"Texas A&M","4-1",1072,"9",2013,"Coaches","2013-09-30"
10,"Oklahoma","4-0",964,"12",2013,"Coaches","2013-09-30"
11,"LSU","4-1",931,"6",2013,"Coaches","2013-09-30"
12,"South Carolina","3-1",860,"13",2013,"Coaches","2013-09-30"
13,"UCLA","3-0",812,"14",2013,"Coaches","2013-09-30"
14,"Miami","4-0",727,"15",2013,"Coaches","2013-09-30"
15,"Northwestern","4-0",620,"16",2013,"Coaches","2013-09-30"
16,"Baylor","3-0",573,"18",2013,"Coaches","2013-09-30"
17,"Michigan","4-0",546,"17",2013,"Coaches","2013-09-30"
18,"Washington","4-0",545,"20",2013,"Coaches","2013-09-30"
19,"Florida","3-1",515,"19",2013,"Coaches","2013-09-30"
20,"Oklahoma State","3-1",330,"11",2013,"Coaches","2013-09-30"
21,"Fresno State","4-0",270,"23",2013,"Coaches","2013-09-30"
22,"Texas Tech","4-0",231,"25",2013,"Coaches","2013-09-30"
23,"Northern Illinois","4-0",131,"NR",2013,"Coaches","2013-09-30"
24,"Arizona State","3-1",118,"NR",2013,"Coaches","2013-09-30"
25,"Nebraska","3-1",71,"NR",2013,"Coaches","2013-09-30"
1,"Alabama (56)","3-0",1496,"1",2013,"AP","2013-09-23"
2,"Oregon (4)","3-0",1418,"2",2013,"AP","2013-09-23"
3,"Clemson","3-0",1340,"3",2013,"AP","2013-09-23"
4,"Ohio State","4-0",1320,"4",2013,"AP","2013-09-23"
5,"Stanford","3-0",1270,"5",2013,"AP","2013-09-23"
6,"LSU","4-0",1167,"6",2013,"AP","2013-09-23"
7,"Louisville","4-0",1088,"7",2013,"AP","2013-09-23"
8,"Florida State","3-0",1049,"8",2013,"AP","2013-09-23"
9,"Georgia","2-1",1029,"9",2013,"AP","2013-09-23"
10,"Texas A&M","3-1",1011,"10",2013,"AP","2013-09-23"
11,"Oklahoma State","3-0",849,"11",2013,"AP","2013-09-23"
12,"South Carolina","2-1",828,"12",2013,"AP","2013-09-23"
13,"UCLA","3-0",798,"13",2013,"AP","2013-09-23"
14,"Oklahoma","3-0",689,"14",2013,"AP","2013-09-23"
15,"Miami","3-0",687,"16",2013,"AP","2013-09-23"
16,"Washington","3-0",559,"17",2013,"AP","2013-09-23"
17,"Northwestern","4-0",477,"18",2013,"AP","2013-09-23"
18,"Michigan","4-0",450,"15",2013,"AP","2013-09-23"
19,"Baylor","3-0",441,"20",2013,"AP","2013-09-23"
20,"Florida","2-1",414,"19",2013,"AP","2013-09-23"
21,"Mississippi","3-0",342,"21",2013,"AP","2013-09-23"
22,"Notre Dame","3-1",256,"22",2013,"AP","2013-09-23"
23,"Wisconsin","3-1",130,"24",2013,"AP","2013-09-23"
24,"Texas Tech","4-0",127,"25",2013,"AP","2013-09-23"
25,"Fresno State","3-0",110,"NR",2013,"AP","2013-09-23"
1,"Alabama (59)","3-0",1547,"1",2013,"Coaches","2013-09-23"
2,"Oregon (3)","3-0",1480,"2",2013,"Coaches","2013-09-23"
3,"Ohio State","4-0",1399,"3",2013,"Coaches","2013-09-23"
4,"Clemson","3-0",1332,"4",2013,"Coaches","2013-09-23"
5,"Stanford","3-0",1312,"5",2013,"Coaches","2013-09-23"
6,"LSU","4-0",1161,"7",2013,"Coaches","2013-09-23"
7,"Louisville","4-0",1140,"6",2013,"Coaches","2013-09-23"
8,"Florida State","3-0",1121,"8",2013,"Coaches","2013-09-23"
9,"Texas A&M","3-1",1044,"9",2013,"Coaches","2013-09-23"
10,"Georgia","2-1",1020,"10",2013,"Coaches","2013-09-23"
11,"Oklahoma State","3-0",909,"11",2013,"Coaches","2013-09-23"
12,"Oklahoma","3-0",863,"12",2013,"Coaches","2013-09-23"
13,"South Carolina","2-1",825,"13",2013,"Coaches","2013-09-23"
14,"UCLA","3-0",731,"15",2013,"Coaches","2013-09-23"
15,"Miami","3-0",613,"17",2013,"Coaches","2013-09-23"
16,"Northwestern","4-0",560,"16",2013,"Coaches","2013-09-23"
17,"Michigan","4-0",534,"14",2013,"Coaches","2013-09-23"
18,"Baylor","3-0",465,"19",2013,"Coaches","2013-09-23"
19,"Florida","2-1",449,"18",2013,"Coaches","2013-09-23"
20,"Washington","3-0",427,"20",2013,"Coaches","2013-09-23"
21,"Mississippi","3-0",331,"22",2013,"Coaches","2013-09-23"
22,"Notre Dame","3-1",317,"21",2013,"Coaches","2013-09-23"
23,"Fresno State","3-0",156,"25",2013,"Coaches","2013-09-23"
24,"Wisconsin","3-1",98,"NR",2013,"Coaches","2013-09-23"
25,"Texas Tech","4-0",92,"NR",2013,"Coaches","2013-09-23"
1,"Alabama (59)","2-0",1499,"1",2013,"AP","2013-09-16"
2,"Oregon (1)","3-0",1413,"2",2013,"AP","2013-09-16"
3,"Clemson","2-0",1347,"3",2013,"AP","2013-09-16"
4,"Ohio State","3-0",1330,"4",2013,"AP","2013-09-16"
5,"Stanford","2-0",1241,"5",2013,"AP","2013-09-16"
6,"LSU","3-0",1134,"8",2013,"AP","2013-09-16"
7,"Louisville","3-0",1092,"7",2013,"AP","2013-09-16"
8,"Florida State","2-0",1058,"10",2013,"AP","2013-09-16"
9,"Georgia","1-1",1051,"9",2013,"AP","2013-09-16"
10,"Texas A&M","2-1",1001,"6",2013,"AP","2013-09-16"
11,"Oklahoma State","3-0",848,"12",2013,"AP","2013-09-16"
12,"South Carolina","2-1",820,"13",2013,"AP","2013-09-16"
13,"UCLA","2-0",757,"16",2013,"AP","2013-09-16"
14,"Oklahoma","3-0",692,"14",2013,"AP","2013-09-16"
15,"Michigan","3-0",671,"11",2013,"AP","2013-09-16"
16,"Miami","2-0",653,"15",2013,"AP","2013-09-16"
17,"Washington","2-0",495,"19",2013,"AP","2013-09-16"
18,"Northwestern","3-0",486,"17",2013,"AP","2013-09-16"
19,"Florida","1-1",411,"18",2013,"AP","2013-09-16"
20,"Baylor","2-0",354,"22",2013,"AP","2013-09-16"
21,"Mississippi","3-0",299,"25",2013,"AP","2013-09-16"
22,"Notre Dame","2-1",276,"21",2013,"AP","2013-09-16"
23,"Arizona State","2-0",228,"NR",2013,"AP","2013-09-16"
24,"Wisconsin","2-1",86,"20",2013,"AP","2013-09-16"
25,"Texas Tech","3-0",60,"NR",2013,"AP","2013-09-16"
1,"Alabama (61)","2-0",1549,"1",2013,"Coaches","2013-09-16"
2,"Oregon (1)","3-0",1477,"2",2013,"Coaches","2013-09-16"
3,"Ohio State","3-0",1398,"3",2013,"Coaches","2013-09-16"
4,"Clemson","2-0",1331,"5",2013,"Coaches","2013-09-16"
5,"Stanford","2-0",1314,"4",2013,"Coaches","2013-09-16"
6,"Louisville","3-0",1128,"7",2013,"Coaches","2013-09-16"
7,"LSU","3-0",1121,"8",2013,"Coaches","2013-09-16"
8,"Florida State","2-0",1113,"9",2013,"Coaches","2013-09-16"
9,"Texas A&M","2-1",1033,"6",2013,"Coaches","2013-09-16"
10,"Georgia","1-1",1022,"10",2013,"Coaches","2013-09-16"
11,"Oklahoma State","3-0",908,"11",2013,"Coaches","2013-09-16"
12,"Oklahoma","3-0",839,"13",2013,"Coaches","2013-09-16"
13,"South Carolina","2-1",811,"14",2013,"Coaches","2013-09-16"
14,"Michigan","3-0",743,"12",2013,"Coaches","2013-09-16"
15,"UCLA","2-0",699,"17",2013,"Coaches","2013-09-16"
16,"Northwestern","3-0",582,"16",2013,"Coaches","2013-09-16"
17,"Miami","2-0",559,"18",2013,"Coaches","2013-09-16"
18,"Florida","1-1",398,"20",2013,"Coaches","2013-09-16"
19,"Baylor","2-0",375,"22",2013,"Coaches","2013-09-16"
20,"Washington","2-0",361,"23",2013,"Coaches","2013-09-16"
21,"Notre Dame","2-1",331,"21",2013,"Coaches","2013-09-16"
22,"Mississippi","3-0",303,"25",2013,"Coaches","2013-09-16"
23,"Arizona State","2-0",176,"NR",2013,"Coaches","2013-09-16"
24,"Michigan State","3-0",131,"NR",2013,"Coaches","2013-09-16"
25,"Fresno State","2-0",75,"NR",2013,"Coaches","2013-09-16"
1,"Alabama (57)","1-0",1494,"1",2013,"AP","2013-09-09"
2,"Oregon (1)","2-0",1385,"2",2013,"AP","2013-09-09"
3,"Clemson (1)","2-0",1332,"4",2013,"AP","2013-09-09"
4,"Ohio State (1)","2-0",1327,"3",2013,"AP","2013-09-09"
5,"Stanford","1-0",1271,"5",2013,"AP","2013-09-09"
6,"Texas A&M","2-0",1133,"7",2013,"AP","2013-09-09"
7,"Louisville","2-0",1105,"8",2013,"AP","2013-09-09"
8,"LSU","2-0",1075,"9",2013,"AP","2013-09-09"
9,"Georgia","1-1",1036,"11",2013,"AP","2013-09-09"
10,"Florida State","1-0",1011,"10",2013,"AP","2013-09-09"
11,"Michigan","2-0",872,"17",2013,"AP","2013-09-09"
12,"Oklahoma State","2-0",834,"13",2013,"AP","2013-09-09"
13,"South Carolina","1-1",829,"6",2013,"AP","2013-09-09"
14,"Oklahoma","2-0",675,"16",2013,"AP","2013-09-09"
